"sub","pred","obj"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G6_PG003","http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf","http://swat.cse.lehigh.edu/onto/univ-bench.owl#G6_D006"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G6_PG003","http://swat.cse.lehigh.edu/onto/univ-bench.owl#name","Organic Chemistry"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G3_P009","http://swat.cse.lehigh.edu/onto/univ-bench.owl#worksFor","http://swat.cse.lehigh.edu/onto/univ-bench.owl#G3_U001"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G3_P009","http://swat.cse.lehigh.edu/onto/univ-bench.owl#email","john.smith@university.edu"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G3_P009","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://swat.cse.lehigh.edu/onto/univ-bench.owl#Professor"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G3_P009","http://swat.cse.lehigh.edu/onto/univ-bench.owl#officeNumber","ON001"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G3_P009","http://swat.cse.lehigh.edu/onto/univ-bench.owl#name","John Smith"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G4_RA003","http://swat.cse.lehigh.edu/onto/univ-bench.owl#email","noah.wilson@university.edu"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G4_RA003","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://swat.cse.lehigh.edu/onto/univ-bench.owl#ResearchAssistant"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G4_RA003","http://swat.cse.lehigh.edu/onto/univ-bench.owl#name","Noah Wilson"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G7_C001","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://swat.cse.lehigh.edu/onto/univ-bench.owl#Course"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G7_C001","http://swat.cse.lehigh.edu/onto/univ-bench.owl#name","Introduction to Computer Science"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G6_S004","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://swat.cse.lehigh.edu/onto/univ-bench.owl#Student"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G6_S004","http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf","http://swat.cse.lehigh.edu/onto/univ-bench.owl#G6_D001"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G6_S004","http://swat.cse.lehigh.edu/onto/univ-bench.owl#name","Michael Taylor"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G6_S004","http://swat.cse.lehigh.edu/onto/univ-bench.owl#takesCourse","http://swat.cse.lehigh.edu/onto/univ-bench.owl#G6_C001"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G5_C001","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://swat.cse.lehigh.edu/onto/univ-bench.owl#Course"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G5_C001","http://swat.cse.lehigh.edu/onto/univ-bench.owl#name","Introduction to Programming"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G2_A003","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://swat.cse.lehigh.edu/onto/univ-bench.owl#Article"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G2_A003","http://swat.cse.lehigh.edu/onto/univ-bench.owl#publicationDate","2023-10-03"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G2_A003","http://swat.cse.lehigh.edu/onto/univ-bench.owl#title","Exploring Quantum Mechanics"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G7_D002","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G7_D002","http://swat.cse.lehigh.edu/onto/univ-bench.owl#name","Mathematics"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G6_TA003","http://swat.cse.lehigh.edu/onto/univ-bench.owl#email","ivy.clark@university.edu"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G6_TA003","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://swat.cse.lehigh.edu/onto/univ-bench.owl#TeachingAssistant"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G6_TA003","http://swat.cse.lehigh.edu/onto/univ-bench.owl#teachingAssistantOf","http://swat.cse.lehigh.edu/onto/univ-bench.owl#G6_C003"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G6_TA003","http://swat.cse.lehigh.edu/onto/univ-bench.owl#name","Ivy Clark"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G1_C003","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://swat.cse.lehigh.edu/onto/univ-bench.owl#Course"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G1_C003","http://swat.cse.lehigh.edu/onto/univ-bench.owl#name","Advanced Structural Analysis"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G3_PG004","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://swat.cse.lehigh.edu/onto/univ-bench.owl#Program"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G3_PG004","http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf","http://swat.cse.lehigh.edu/onto/univ-bench.owl#G3_D004"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G3_PG004","http://swat.cse.lehigh.edu/onto/univ-bench.owl#name","Biology Undergraduate Program"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G7_DR004","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://swat.cse.lehigh.edu/onto/univ-bench.owl#Director"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G7_DR004","http://swat.cse.lehigh.edu/onto/univ-bench.owl#headOf","http://swat.cse.lehigh.edu/onto/univ-bench.owl#G7_PG004"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G7_DR004","http://swat.cse.lehigh.edu/onto/univ-bench.owl#name","Sarah Wilson"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G3_P011","http://swat.cse.lehigh.edu/onto/univ-bench.owl#worksFor","http://swat.cse.lehigh.edu/onto/univ-bench.owl#G3_U001"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G3_P011","http://swat.cse.lehigh.edu/onto/univ-bench.owl#email","david.wilson@university.edu"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G3_P011","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://swat.cse.lehigh.edu/onto/univ-bench.owl#Professor"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G3_P011","http://swat.cse.lehigh.edu/onto/univ-bench.owl#officeNumber","ON003"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G3_P011","http://swat.cse.lehigh.edu/onto/univ-bench.owl#name","David Wilson"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G2_S002","http://swat.cse.lehigh.edu/onto/univ-bench.owl#worksFor","http://swat.cse.lehigh.edu/onto/univ-bench.owl#G2_MATH001"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G2_S002","http://swat.cse.lehigh.edu/onto/univ-bench.owl#email","michaelgreen@university.edu"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G2_S002","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://swat.cse.lehigh.edu/onto/univ-bench.owl#AdministrativeStaff"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G2_S002","http://swat.cse.lehigh.edu/onto/univ-bench.owl#name","Michael Green"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G6_D004","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G6_D004","http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf","http://swat.cse.lehigh.edu/onto/univ-bench.owl#G6_U001"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G6_D004","http://swat.cse.lehigh.edu/onto/univ-bench.owl#name","Computer Science"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G1_D003","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G1_D003","http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf","http://swat.cse.lehigh.edu/onto/univ-bench.owl#G1_U001"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G1_D003","http://swat.cse.lehigh.edu/onto/univ-bench.owl#name","Mechanical Engineering"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G6_RG001","http://swat.cse.lehigh.edu/onto/univ-bench.owl#researchProject","http://swat.cse.lehigh.edu/onto/univ-bench.owl#G6_R001"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G6_RG001","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://swat.cse.lehigh.edu/onto/univ-bench.owl#ResearchGroup"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G6_RG001","http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf","http://swat.cse.lehigh.edu/onto/univ-bench.owl#G6_D001"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G6_RG001","http://swat.cse.lehigh.edu/onto/univ-bench.owl#name","Advanced Computing Research Group"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G3_PG002","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://swat.cse.lehigh.edu/onto/univ-bench.owl#Program"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G3_PG002","http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf","http://swat.cse.lehigh.edu/onto/univ-bench.owl#G3_D002"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G3_PG002","http://swat.cse.lehigh.edu/onto/univ-bench.owl#name","Mathematics Undergraduate Program"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G1_RG002","http://swat.cse.lehigh.edu/onto/univ-bench.owl#researchProject","http://swat.cse.lehigh.edu/onto/univ-bench.owl#G1_R002"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G1_RG002","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://swat.cse.lehigh.edu/onto/univ-bench.owl#ResearchGroup"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G1_RG002","http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf","http://swat.cse.lehigh.edu/onto/univ-bench.owl#G1_D002"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G1_RG002","http://swat.cse.lehigh.edu/onto/univ-bench.owl#name","Power Systems Research Group"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G2_B003","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://swat.cse.lehigh.edu/onto/univ-bench.owl#Book"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G2_B003","http://swat.cse.lehigh.edu/onto/univ-bench.owl#publicationDate","2023-10-06"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G2_B003","http://swat.cse.lehigh.edu/onto/univ-bench.owl#title","Modern Physics Theories"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G4_P005","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://swat.cse.lehigh.edu/onto/univ-bench.owl#Director"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G4_P005","http://swat.cse.lehigh.edu/onto/univ-bench.owl#headOf","http://swat.cse.lehigh.edu/onto/univ-bench.owl#G4_PR001"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G4_P005","http://swat.cse.lehigh.edu/onto/univ-bench.owl#name","Professor Robert Brown"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G5_B001","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://swat.cse.lehigh.edu/onto/univ-bench.owl#Book"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G5_B001","http://swat.cse.lehigh.edu/onto/univ-bench.owl#publicationDate","January 10, 2024"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G5_B001","http://swat.cse.lehigh.edu/onto/univ-bench.owl#title","Mastering Algorithm Design"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G1_TA001","http://swat.cse.lehigh.edu/onto/univ-bench.owl#email","jane.doe@stanford.edu"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G1_TA001","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://swat.cse.lehigh.edu/onto/univ-bench.owl#TeachingAssistant"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G1_TA001","http://swat.cse.lehigh.edu/onto/univ-bench.owl#teachingAssistantOf","http://swat.cse.lehigh.edu/onto/univ-bench.owl#G1_C001"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G1_TA001","http://swat.cse.lehigh.edu/onto/univ-bench.owl#name","Ms. Jane Doe"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G6_C002","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://swat.cse.lehigh.edu/onto/univ-bench.owl#Course"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G6_C002","http://swat.cse.lehigh.edu/onto/univ-bench.owl#name","Calculus I"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G3_D002","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G3_D002","http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf","http://swat.cse.lehigh.edu/onto/univ-bench.owl#G3_U001"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G3_D002","http://swat.cse.lehigh.edu/onto/univ-bench.owl#name","Mathematics"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G6_S001","http://swat.cse.lehigh.edu/onto/univ-bench.owl#worksFor","http://swat.cse.lehigh.edu/onto/univ-bench.owl#G6_D001"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G6_S001","http://swat.cse.lehigh.edu/onto/univ-bench.owl#email","sarah.smith@university.edu"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G6_S001","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://swat.cse.lehigh.edu/onto/univ-bench.owl#AdministrativeStaff"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G6_S001","http://swat.cse.lehigh.edu/onto/univ-bench.owl#name","Sarah Smith"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G6_RA002","http://swat.cse.lehigh.edu/onto/univ-bench.owl#worksFor","http://swat.cse.lehigh.edu/onto/univ-bench.owl#G6_D002"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G6_RA002","http://swat.cse.lehigh.edu/onto/univ-bench.owl#worksFor","http://swat.cse.lehigh.edu/onto/univ-bench.owl#G6_RG002"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G6_RA002","http://swat.cse.lehigh.edu/onto/univ-bench.owl#email","lisa.chen@university.edu"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G6_RA002","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://swat.cse.lehigh.edu/onto/univ-bench.owl#ResearchAssistant"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G6_RA002","http://swat.cse.lehigh.edu/onto/univ-bench.owl#advisor","http://swat.cse.lehigh.edu/onto/univ-bench.owl#G6_P002"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G6_RA002","http://swat.cse.lehigh.edu/onto/univ-bench.owl#name","Lisa Chen"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G3_S004","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://swat.cse.lehigh.edu/onto/univ-bench.owl#Student"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G3_S004","http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf","http://swat.cse.lehigh.edu/onto/univ-bench.owl#G3_U001"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G3_S004","http://swat.cse.lehigh.edu/onto/univ-bench.owl#name","Alex Taylor"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G3_S004","http://swat.cse.lehigh.edu/onto/univ-bench.owl#takesCourse","http://swat.cse.lehigh.edu/onto/univ-bench.owl#G3_C001"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G2_TA002","http://swat.cse.lehigh.edu/onto/univ-bench.owl#email","sarahdavis@university.edu"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G2_TA002","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://swat.cse.lehigh.edu/onto/univ-bench.owl#TeachingAssistant"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G2_TA002","http://swat.cse.lehigh.edu/onto/univ-bench.owl#teachingAssistantOf","http://swat.cse.lehigh.edu/onto/univ-bench.owl#G2_C002"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G2_TA002","http://swat.cse.lehigh.edu/onto/univ-bench.owl#name","Sarah Davis"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G3_R002","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://swat.cse.lehigh.edu/onto/univ-bench.owl#Research"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G3_R002","http://swat.cse.lehigh.edu/onto/univ-bench.owl#title","Complex Systems Analysis"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G2_S006","http://swat.cse.lehigh.edu/onto/univ-bench.owl#takesCourse","http://swat.cse.lehigh.edu/onto/univ-bench.owl#G2_C002"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G1_R002","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://swat.cse.lehigh.edu/onto/univ-bench.owl#Research"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G1_R002","http://swat.cse.lehigh.edu/onto/univ-bench.owl#title","Smart Grid Technologies"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G1_P007","http://swat.cse.lehigh.edu/onto/univ-bench.owl#worksFor","http://swat.cse.lehigh.edu/onto/univ-bench.owl#G1_RG004"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G1_P007","http://swat.cse.lehigh.edu/onto/univ-bench.owl#email","grace.wilson@stanford.edu"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G1_P007","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://swat.cse.lehigh.edu/onto/univ-bench.owl#Chair"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G1_P007","http://swat.cse.lehigh.edu/onto/univ-bench.owl#headOf","http://swat.cse.lehigh.edu/onto/univ-bench.owl#G1_D004"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G1_P007","http://swat.cse.lehigh.edu/onto/univ-bench.owl#name","Dr. Grace Wilson"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G6_P009","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://swat.cse.lehigh.edu/onto/univ-bench.owl#Director"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G6_P009","http://swat.cse.lehigh.edu/onto/univ-bench.owl#headOf","http://swat.cse.lehigh.edu/onto/univ-bench.owl#G6_PG003"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G6_P009","http://swat.cse.lehigh.edu/onto/univ-bench.owl#name","Professor Robert Lewis"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G5_S008","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://swat.cse.lehigh.edu/onto/univ-bench.owl#Student"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G5_S008","http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf","http://swat.cse.lehigh.edu/onto/univ-bench.owl#G5_U001"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G5_S008","http://swat.cse.lehigh.edu/onto/univ-bench.owl#name","Liam Harris"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G2_R003","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://swat.cse.lehigh.edu/onto/univ-bench.owl#Research"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G2_R003","http://swat.cse.lehigh.edu/onto/univ-bench.owl#title","Quantum Entanglement Studies"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G4_B002","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://swat.cse.lehigh.edu/onto/univ-bench.owl#Book"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G4_B002","http://swat.cse.lehigh.edu/onto/univ-bench.owl#publicationDate","2023-07-15"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G4_B002","http://swat.cse.lehigh.edu/onto/univ-bench.owl#title","Data Science: The Future of Technology"
"http://swat.cse.lehigh.edu/onto/univ-bench.owl#G3_RA001","http://swat.cse.lehigh.edu/onto/univ-bench.owl#worksFor","http://swat.cse.lehigh.edu/onto/univ-bench.owl#G3_RG001"
